Username,Tanggal,Review,Label,review_token,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
azhar rama,13/09/2022,gunung ny indah kawahny juga bagus tp dingin bgt,positif,"['gunung', 'ny', 'indah', 'kawahny', 'juga', 'bagus', 'tp', 'dingin', 'bgt']","['gunung', 'ny', 'indah', 'kawahny', 'juga', 'bagus', 'tp', 'dingin', 'bgt']","['gunung', 'ny', 'indah', 'kawahny', 'bagus', 'tp', 'dingin', 'bgt']","['gunung', 'ny', 'indah', 'kawahny', 'bagus', 'tp', 'dingin', 'bgt']","['gunung', 'ny', 'indah', 'kawahny', 'bagus', 'tp', 'dingin', 'bgt']"
Muhammad Qolyuby,13/09/2022,gunung bromo memiliki ketinggian   mdpl dan dipercaya sebagai gunung suci oleh umat hindu tengger  nama bromo sendiri diambil dari kata  brahma  bahasa sanskerta yaitu dewa pertama agama hindu  yang menarik dari gunung ini adalah  ,positif,"['gunung', 'bromo', 'memiliki', 'ketinggian', 'mdpl', 'dan', 'dipercaya', 'sebagai', 'gunung', 'suci', 'oleh', 'umat', 'hindu', 'tengger', 'nama', 'bromo', 'sendiri', 'diambil', 'dari', 'kata', 'brahma', 'bahasa', 'sanskerta', 'yaitu', 'dewa', 'pertama', 'agama', 'hindu', 'yang', 'menarik', 'dari', 'gunung', 'ini', 'adalah']","['gunung', 'bromo', 'memiliki', 'ketinggian', 'mdpl', 'dan', 'dipercaya', 'sebagai', 'gunung', 'suci', 'oleh', 'umat', 'hindu', 'tengger', 'nama', 'bromo', 'sendiri', 'diambil', 'dari', 'kata', 'brahma', 'bahasa', 'sanskerta', 'yaitu', 'dewa', 'pertama', 'agama', 'hindu', 'yang', 'menarik', 'dari', 'gunung', 'ini', 'adalah']","['gunung', 'bromo', 'memiliki', 'ketinggian', 'mdpl', 'dipercaya', 'gunung', 'suci', 'umat', 'hindu', 'tengger', 'nama', 'bromo', 'diambil', 'brahma', 'bahasa', 'sanskerta', 'dewa', 'agama', 'hindu', 'menarik', 'gunung']","['gunung', 'bromo', 'memiliki', 'ketinggian', 'mdpl', 'dipercaya', 'gunung', 'suci', 'umat', 'hindu', 'tengger', 'nama', 'bromo', 'diambil', 'brahma', 'bahasa', 'sanskerta', 'dewa', 'agama', 'hindu', 'menarik', 'gunung']","['gunung', 'bromo', 'milik', 'tinggi', 'mdpl', 'percaya', 'gunung', 'suci', 'umat', 'hindu', 'tengger', 'nama', 'bromo', 'ambil', 'brahma', 'bahasa', 'sanskerta', 'dewa', 'agama', 'hindu', 'tarik', 'gunung']"
Mariani Ani,13/09/2022,pemandangan yang indah,positif,"['pemandangan', 'yang', 'indah']","['pemandangan', 'yang', 'indah']","['pemandangan', 'indah']","['pemandangan', 'indah']","['pandang', 'indah']"
Yuniar Eko Prastowo,13/09/2022,saya tersesat karena google map jadi begitulah,negatif,"['saya', 'tersesat', 'karena', 'google', 'map', 'jadi', 'begitulah']","['saya', 'tersesat', 'karena', 'google', 'map', 'jadi', 'begitulah']","['tersesat', 'google', 'map']","['tersesat', 'google', 'map']","['sesat', 'google', 'map']"
muchamad yusuf,13/09/2022,asri,positif,['asri'],['asri'],['asri'],['asri'],['asri']
Abdillah Dillah,13/09/2022,gunung yng paling saya sukai dan cocok untuk touring motor clsik,positif,"['gunung', 'yng', 'paling', 'saya', 'sukai', 'dan', 'cocok', 'untuk', 'touring', 'motor', 'clsik']","['gunung', 'yng', 'paling', 'saya', 'sukai', 'dan', 'cocok', 'untuk', 'touring', 'motor', 'clsik']","['gunung', 'yng', 'sukai', 'cocok', 'touring', 'motor', 'clsik']","['gunung', 'yng', 'sukai', 'cocok', 'touring', 'motor', 'clsik']","['gunung', 'yng', 'suka', 'cocok', 'touring', 'motor', 'clsik']"
QUSAI R. R,13/09/2022,sangat indah untuk di lalui,positif,"['sangat', 'indah', 'untuk', 'di', 'lalui']","['sangat', 'indah', 'untuk', 'di', 'lalui']","['indah', 'lalui']","['indah', 'lalui']","['indah', 'lalu']"
Hasyim ali,13/09/2022,seru pas sepi juga   ,positif,"['seru', 'pas', 'sepi', 'juga']","['seru', 'pas', 'sepi', 'juga']","['seru', 'pas', 'sepi']","['seru', 'pas', 'sepi']","['seru', 'pas', 'sepi']"
Ahmad Asmuni,13/09/2022,negeri di atas awan yang menawan,positif,"['negeri', 'di', 'atas', 'awan', 'yang', 'menawan']","['negeri', 'di', 'atas', 'awan', 'yang', 'menawan']","['negeri', 'awan', 'menawan']","['negeri', 'awan', 'menawan']","['negeri', 'awan', 'tawan']"
RedEmo Gaming,13/09/2022,bagus,positif,['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
Lany Ing,13/09/2022,sangat indah apalagi kalo pas ga ada kabut ,positif,"['sangat', 'indah', 'apalagi', 'kalo', 'pas', 'ga', 'ada', 'kabut']","['sangat', 'indah', 'apalagi', 'kalo', 'pas', 'ga', 'ada', 'kabut']","['indah', 'kalo', 'pas', 'ga', 'kabut']","['indah', 'kalo', 'pas', 'ga', 'kabut']","['indah', 'kalo', 'pas', 'ga', 'kabut']"
andhi aprianto,13/09/2022,lain gunung lain suasana,positif,"['lain', 'gunung', 'lain', 'suasana']","['lain', 'gunung', 'lain', 'suasana']","['gunung', 'suasana']","['gunung', 'suasana']","['gunung', 'suasana']"
boled 117,13/09/2022,adem,positif,['adem'],['adem'],['adem'],['adem'],['adem']
Agus3tri,13/09/2022,wisata alam pegunungan yang menyajikan pemandangan landscape alam yang luar biasa indah  disini kita bisa menikmati pemandangan alam pegunungan yang nyata dan sangat indah langsung dari puncaknya  ada hamparan lautan pasir  bukit bunga yang  ,positif,"['wisata', 'alam', 'pegunungan', 'yang', 'menyajikan', 'pemandangan', 'landscape', 'alam', 'yang', 'luar', 'biasa', 'indah', 'disini', 'kita', 'bisa', 'menikmati', 'pemandangan', 'alam', 'pegunungan', 'yang', 'nyata', 'dan', 'sangat', 'indah', 'langsung', 'dari', 'puncaknya', 'ada', 'hamparan', 'lautan', 'pasir', 'bukit', 'bunga', 'yang']","['wisata', 'alam', 'pegunungan', 'yang', 'menyajikan', 'pemandangan', 'landscape', 'alam', 'yang', 'luar', 'biasa', 'indah', 'disini', 'kita', 'bisa', 'menikmati', 'pemandangan', 'alam', 'pegunungan', 'yang', 'nyata', 'dan', 'sangat', 'indah', 'langsung', 'dari', 'puncaknya', 'ada', 'hamparan', 'lautan', 'pasir', 'bukit', 'bunga', 'yang']","['wisata', 'alam', 'pegunungan', 'menyajikan', 'pemandangan', 'landscape', 'alam', 'indah', 'menikmati', 'pemandangan', 'alam', 'pegunungan', 'nyata', 'indah', 'langsung', 'puncaknya', 'hamparan', 'lautan', 'pasir', 'bukit', 'bunga']","['wisata', 'alam', 'pegunungan', 'menyajikan', 'pemandangan', 'landscape', 'alam', 'indah', 'menikmati', 'pemandangan', 'alam', 'pegunungan', 'nyata', 'indah', 'langsung', 'puncaknya', 'hamparan', 'lautan', 'pasir', 'bukit', 'bunga']","['wisata', 'alam', 'gunung', 'saji', 'pandang', 'landscape', 'alam', 'indah', 'nikmat', 'pandang', 'alam', 'gunung', 'nyata', 'indah', 'langsung', 'puncak', 'hampar', 'laut', 'pasir', 'bukit', 'bunga']"
Worro Priandhini,13/09/2022,berkali kali kesana tetep aja sesuka ini,positif,"['berkali', 'kali', 'kesana', 'tetep', 'aja', 'sesuka', 'ini']","['berkali', 'kali', 'kesana', 'tetep', 'aja', 'sesuka', 'ini']","['berkali', 'kali', 'kesana', 'tetep', 'aja', 'sesuka']","['berkali', 'kali', 'kesana', 'tetep', 'aja', 'sesuka']","['kali', 'kali', 'kesana', 'tetep', 'aja', 'suka']"
arif rakhmawan,13/09/2022,tempat rekreasi dan hiburan bersama keluarga,positif,"['tempat', 'rekreasi', 'dan', 'hiburan', 'bersama', 'keluarga']","['tempat', 'rekreasi', 'dan', 'hiburan', 'bersama', 'keluarga']","['rekreasi', 'hiburan', 'keluarga']","['rekreasi', 'hiburan', 'keluarga']","['rekreasi', 'hibur', 'keluarga']"
M Syafii,13/09/2022,gunung bromo   memang sangat indah dan mempesona   dari parkiran mobil hardtop  untuk ke puncak gunung bromo dibutuhkan waktu  menit untuk jalan kaki   pada saat ini mulai memasuki musim kemarau   sebaiknya membawa masker untuk menghindari debu  ,positif,"['gunung', 'bromo', 'memang', 'sangat', 'indah', 'dan', 'mempesona', 'dari', 'parkiran', 'mobil', 'hardtop', 'untuk', 'ke', 'puncak', 'gunung', 'bromo', 'dibutuhkan', 'waktu', 'menit', 'untuk', 'jalan', 'kaki', 'pada', 'saat', 'ini', 'mulai', 'memasuki', 'musim', 'kemarau', 'sebaiknya', 'membawa', 'masker', 'untuk', 'menghindari', 'debu']","['gunung', 'bromo', 'memang', 'sangat', 'indah', 'dan', 'mempesona', 'dari', 'parkiran', 'mobil', 'hardtop', 'untuk', 'ke', 'puncak', 'gunung', 'bromo', 'dibutuhkan', 'waktu', 'menit', 'untuk', 'jalan', 'kaki', 'pada', 'saat', 'ini', 'mulai', 'memasuki', 'musim', 'kemarau', 'sebaiknya', 'membawa', 'masker', 'untuk', 'menghindari', 'debu']","['gunung', 'bromo', 'indah', 'mempesona', 'parkiran', 'mobil', 'hardtop', 'puncak', 'gunung', 'bromo', 'dibutuhkan', 'menit', 'jalan', 'kaki', 'memasuki', 'musim', 'kemarau', 'membawa', 'masker', 'menghindari', 'debu']","['gunung', 'bromo', 'indah', 'mempesona', 'parkiran', 'mobil', 'hardtop', 'puncak', 'gunung', 'bromo', 'dibutuhkan', 'menit', 'jalan', 'kaki', 'memasuki', 'musim', 'kemarau', 'membawa', 'masker', 'menghindari', 'debu']","['gunung', 'bromo', 'indah', 'pesona', 'parkir', 'mobil', 'hardtop', 'puncak', 'gunung', 'bromo', 'butuh', 'menit', 'jalan', 'kaki', 'pasuk', 'musim', 'kemarau', 'bawa', 'masker', 'hindar', 'debu']"
Firman Aj,13/09/2022,hasil ciptaan nya yang luar biasa  pemandangan alam natural dan alami hawa sejuk menyehatkan,positif,"['hasil', 'ciptaan', 'nya', 'yang', 'luar', 'biasa', 'pemandangan', 'alam', 'natural', 'dan', 'alami', 'hawa', 'sejuk', 'menyehatkan']","['hasil', 'ciptaan', 'nya', 'yang', 'luar', 'biasa', 'pemandangan', 'alam', 'natural', 'dan', 'alami', 'hawa', 'sejuk', 'menyehatkan']","['hasil', 'ciptaan', 'nya', 'pemandangan', 'alam', 'natural', 'alami', 'hawa', 'sejuk', 'menyehatkan']","['hasil', 'ciptaan', 'nya', 'pemandangan', 'alam', 'natural', 'alami', 'hawa', 'sejuk', 'menyehatkan']","['hasil', 'cipta', 'nya', 'pandang', 'alam', 'natural', 'alami', 'hawa', 'sejuk', 'sehat']"
Ajib Ghufron,13/09/2022,pemandangan bagus  sayang toilet umum bau pesing  air dr urinoir n wastafel tidak keluar  padahal per org harus bayar pula  rb   ,negatif,"['pemandangan', 'bagus', 'sayang', 'toilet', 'umum', 'bau', 'pesing', 'air', 'dr', 'urinoir', 'n', 'wastafel', 'tidak', 'keluar', 'padahal', 'per', 'org', 'harus', 'bayar', 'pula', 'rb']","['pemandangan', 'bagus', 'sayang', 'toilet', 'umum', 'bau', 'pesing', 'air', 'dr', 'urinoir', 'n', 'wastafel', 'tidak', 'keluar', 'padahal', 'per', 'org', 'harus', 'bayar', 'pula', 'rb']","['pemandangan', 'bagus', 'sayang', 'toilet', 'bau', 'pesing', 'air', 'dr', 'urinoir', 'n', 'wastafel', 'org', 'bayar', 'rb']","['pemandangan', 'bagus', 'sayang', 'toilet', 'bau', 'pesing', 'air', 'dr', 'urinoir', 'n', 'wastafel', 'org', 'bayar', 'rb']","['pandang', 'bagus', 'sayang', 'toilet', 'bau', 'pesing', 'air', 'dr', 'urinoir', 'n', 'wastafel', 'org', 'bayar', 'rb']"
Marvines Diana,13/09/2022,destinasi wisata alam yang tak pernah sepi dari pengunjung adalah gunung bromo  meskipun statusnya yang masih aktif namun pesona gunung bromo selalu menjadi pusat perhatian banyak wisatawan   ,negatif,"['destinasi', 'wisata', 'alam', 'yang', 'tak', 'pernah', 'sepi', 'dari', 'pengunjung', 'adalah', 'gunung', 'bromo', 'meskipun', 'statusnya', 'yang', 'masih', 'aktif', 'namun', 'pesona', 'gunung', 'bromo', 'selalu', 'menjadi', 'pusat', 'perhatian', 'banyak', 'wisatawan']","['destinasi', 'wisata', 'alam', 'yang', 'tak', 'pernah', 'sepi', 'dari', 'pengunjung', 'adalah', 'gunung', 'bromo', 'meskipun', 'statusnya', 'yang', 'masih', 'aktif', 'namun', 'pesona', 'gunung', 'bromo', 'selalu', 'menjadi', 'pusat', 'perhatian', 'banyak', 'wisatawan']","['destinasi', 'wisata', 'alam', 'sepi', 'pengunjung', 'gunung', 'bromo', 'statusnya', 'aktif', 'pesona', 'gunung', 'bromo', 'pusat', 'perhatian', 'wisatawan']","['destinasi', 'wisata', 'alam', 'sepi', 'pengunjung', 'gunung', 'bromo', 'statusnya', 'aktif', 'pesona', 'gunung', 'bromo', 'pusat', 'perhatian', 'wisatawan']","['destinasi', 'wisata', 'alam', 'sepi', 'unjung', 'gunung', 'bromo', 'status', 'aktif', 'pesona', 'gunung', 'bromo', 'pusat', 'perhati', 'wisatawan']"
Ashari Bromo,13/09/2022,keindan wisata gunung bromo sangat istimewa  sehingga bikin ketagihan bagi pengunjungnya  dan bisa hubungi kami via phon wa ,positif,"['keindan', 'wisata', 'gunung', 'bromo', 'sangat', 'istimewa', 'sehingga', 'bikin', 'ketagihan', 'bagi', 'pengunjungnya', 'dan', 'bisa', 'hubungi', 'kami', 'via', 'phon', 'wa']","['keindan', 'wisata', 'gunung', 'bromo', 'sangat', 'istimewa', 'sehingga', 'bikin', 'ketagihan', 'bagi', 'pengunjungnya', 'dan', 'bisa', 'hubungi', 'kami', 'via', 'phon', 'wa']","['keindan', 'wisata', 'gunung', 'bromo', 'istimewa', 'bikin', 'ketagihan', 'pengunjungnya', 'hubungi', 'via', 'phon', 'wa']","['keindan', 'wisata', 'gunung', 'bromo', 'istimewa', 'bikin', 'ketagihan', 'pengunjungnya', 'hubungi', 'via', 'phon', 'wa']","['keindan', 'wisata', 'gunung', 'bromo', 'istimewa', 'bikin', 'tagih', 'unjung', 'hubung', 'via', 'phon', 'wa']"
Erick sugendi,13/09/2022,tempat yang sangat bagus,positif,"['tempat', 'yang', 'sangat', 'bagus']","['tempat', 'yang', 'sangat', 'bagus']",['bagus'],['bagus'],['bagus']
Rikky Adrian,13/09/2022,yg pasti mantap jiwa    pemandangan dunia di atas gunung sangat terbaik,positif,"['yg', 'pasti', 'mantap', 'jiwa', 'pemandangan', 'dunia', 'di', 'atas', 'gunung', 'sangat', 'terbaik']","['yg', 'pasti', 'mantap', 'jiwa', 'pemandangan', 'dunia', 'di', 'atas', 'gunung', 'sangat', 'terbaik']","['yg', 'mantap', 'jiwa', 'pemandangan', 'dunia', 'gunung', 'terbaik']","['yg', 'mantap', 'jiwa', 'pemandangan', 'dunia', 'gunung', 'terbaik']","['yg', 'mantap', 'jiwa', 'pandang', 'dunia', 'gunung', 'baik']"
Farhan Alwandi,13/09/2022,kuasa tuhan yang sangat luar biasa indah  hamparan lautan pasir sepanjang kawasan gunung yang membuat pandangan mata saya tak lepas untuk tidak berhenti memandangi keindahannya   ,positif,"['kuasa', 'tuhan', 'yang', 'sangat', 'luar', 'biasa', 'indah', 'hamparan', 'lautan', 'pasir', 'sepanjang', 'kawasan', 'gunung', 'yang', 'membuat', 'pandangan', 'mata', 'saya', 'tak', 'lepas', 'untuk', 'tidak', 'berhenti', 'memandangi', 'keindahannya']","['kuasa', 'tuhan', 'yang', 'sangat', 'luar', 'biasa', 'indah', 'hamparan', 'lautan', 'pasir', 'sepanjang', 'kawasan', 'gunung', 'yang', 'membuat', 'pandangan', 'mata', 'saya', 'tak', 'lepas', 'untuk', 'tidak', 'berhenti', 'memandangi', 'keindahannya']","['kuasa', 'tuhan', 'indah', 'hamparan', 'lautan', 'pasir', 'kawasan', 'gunung', 'pandangan', 'mata', 'lepas', 'berhenti', 'memandangi', 'keindahannya']","['kuasa', 'tuhan', 'indah', 'hamparan', 'lautan', 'pasir', 'kawasan', 'gunung', 'pandangan', 'mata', 'lepas', 'berhenti', 'memandangi', 'keindahannya']","['kuasa', 'tuhan', 'indah', 'hampar', 'laut', 'pasir', 'kawasan', 'gunung', 'pandang', 'mata', 'lepas', 'henti', 'pandang', 'indah']"
Fitri Chandra,13/09/2022,gunung yang paling unik menurut saya karena berangkat nya jalanan naik tp setelah sampai gunung nya ada dibawah,positif,"['gunung', 'yang', 'paling', 'unik', 'menurut', 'saya', 'karena', 'berangkat', 'nya', 'jalanan', 'naik', 'tp', 'setelah', 'sampai', 'gunung', 'nya', 'ada', 'dibawah']","['gunung', 'yang', 'paling', 'unik', 'menurut', 'saya', 'karena', 'berangkat', 'nya', 'jalanan', 'naik', 'tp', 'setelah', 'sampai', 'gunung', 'nya', 'ada', 'dibawah']","['gunung', 'unik', 'berangkat', 'nya', 'jalanan', 'tp', 'gunung', 'nya', 'dibawah']","['gunung', 'unik', 'berangkat', 'nya', 'jalanan', 'tp', 'gunung', 'nya', 'dibawah']","['gunung', 'unik', 'berangkat', 'nya', 'jalan', 'tp', 'gunung', 'nya', 'bawah']"
Amir El Haq,13/09/2022,masyaa allah sangat indah,positif,"['masyaa', 'allah', 'sangat', 'indah']","['masyaa', 'allah', 'sangat', 'indah']","['masyaa', 'allah', 'indah']","['masyaa', 'allah', 'indah']","['masyaa', 'allah', 'indah']"
Yoga Efendi,13/09/2022,ya inilah destinasi kondang jawa timur dan terkenal hingga mancanegara   bromo ini penuh kenangan  trip pertama saya dulu dengan group spanyol pada tahun  dan terakhir kesini bersama group eropa   ,positif,"['ya', 'inilah', 'destinasi', 'kondang', 'jawa', 'timur', 'dan', 'terkenal', 'hingga', 'mancanegara', 'bromo', 'ini', 'penuh', 'kenangan', 'trip', 'pertama', 'saya', 'dulu', 'dengan', 'group', 'spanyol', 'pada', 'tahun', 'dan', 'terakhir', 'kesini', 'bersama', 'group', 'eropa']","['ya', 'inilah', 'destinasi', 'kondang', 'jawa', 'timur', 'dan', 'terkenal', 'hingga', 'mancanegara', 'bromo', 'ini', 'penuh', 'kenangan', 'trip', 'pertama', 'saya', 'dulu', 'dengan', 'group', 'spanyol', 'pada', 'tahun', 'dan', 'terakhir', 'kesini', 'bersama', 'group', 'eropa']","['ya', 'destinasi', 'kondang', 'jawa', 'timur', 'terkenal', 'mancanegara', 'bromo', 'penuh', 'kenangan', 'trip', 'group', 'spanyol', 'kesini', 'group', 'eropa']","['ya', 'destinasi', 'kondang', 'jawa', 'timur', 'terkenal', 'mancanegara', 'bromo', 'penuh', 'kenangan', 'trip', 'group', 'spanyol', 'kesini', 'group', 'eropa']","['ya', 'destinasi', 'kondang', 'jawa', 'timur', 'kenal', 'mancanegara', 'bromo', 'penuh', 'kenang', 'trip', 'group', 'spanyol', 'kesini', 'group', 'eropa']"
Kresna Rizki,13/09/2022,pengalaman yang tak terlupakan,positif,"['pengalaman', 'yang', 'tak', 'terlupakan']","['pengalaman', 'yang', 'tak', 'terlupakan']","['pengalaman', 'terlupakan']","['pengalaman', 'terlupakan']","['alam', 'lupa']"
Luca Bindi,14/08/2022,pengalaman terbaik di indonesia  kami naik dengan kuda  hati hati karena kudanya kecil  ke tangga ,positif,"['pengalaman', 'terbaik', 'di', 'indonesia', 'kami', 'naik', 'dengan', 'kuda', 'hati', 'hati', 'karena', 'kudanya', 'kecil', 'ke', 'tangga']","['pengalaman', 'terbaik', 'di', 'indonesia', 'kami', 'naik', 'dengan', 'kuda', 'hati', 'hati', 'karena', 'kudanya', 'kecil', 'ke', 'tangga']","['pengalaman', 'terbaik', 'indonesia', 'kuda', 'hati', 'hati', 'kudanya', 'tangga']","['pengalaman', 'terbaik', 'indonesia', 'kuda', 'hati', 'hati', 'kudanya', 'tangga']","['alam', 'baik', 'indonesia', 'kuda', 'hati', 'hati', 'kuda', 'tangga']"
Restu Suryana Al'ala'a,14/08/2022,ajip bgt dahh mantul,positif,"['ajip', 'bgt', 'dahh', 'mantul']","['ajip', 'bgt', 'dahh', 'mantul']","['ajip', 'bgt', 'dahh', 'mantul']","['ajip', 'bgt', 'dahh', 'mantul']","['ajip', 'bgt', 'dahh', 'mantul']"
Kar3l Timothy,14/08/2022,soal panorama alam kawasan bromo memang sangat keren  cuma fasilitas tempat sampahnya kurang   kurangnya kesadaran pengunjung akan kebersihan sehingga banyak wisatawan yg buang sampah sembarangan,negatif,"['soal', 'panorama', 'alam', 'kawasan', 'bromo', 'memang', 'sangat', 'keren', 'cuma', 'fasilitas', 'tempat', 'sampahnya', 'kurang', 'kurangnya', 'kesadaran', 'pengunjung', 'akan', 'kebersihan', 'sehingga', 'banyak', 'wisatawan', 'yg', 'buang', 'sampah', 'sembarangan']","['soal', 'panorama', 'alam', 'kawasan', 'bromo', 'memang', 'sangat', 'keren', 'cuma', 'fasilitas', 'tempat', 'sampahnya', 'kurang', 'kurangnya', 'kesadaran', 'pengunjung', 'akan', 'kebersihan', 'sehingga', 'banyak', 'wisatawan', 'yg', 'buang', 'sampah', 'sembarangan']","['panorama', 'alam', 'kawasan', 'bromo', 'keren', 'fasilitas', 'sampahnya', 'kurangnya', 'kesadaran', 'pengunjung', 'kebersihan', 'wisatawan', 'yg', 'buang', 'sampah', 'sembarangan']","['panorama', 'alam', 'kawasan', 'bromo', 'keren', 'fasilitas', 'sampahnya', 'kurangnya', 'kesadaran', 'pengunjung', 'kebersihan', 'wisatawan', 'yg', 'buang', 'sampah', 'sembarangan']","['panorama', 'alam', 'kawasan', 'bromo', 'keren', 'fasilitas', 'sampah', 'kurang', 'sadar', 'unjung', 'bersih', 'wisatawan', 'yg', 'buang', 'sampah', 'sembarang']"
Ilham sukmone,14/08/2022,ammazing     kami beruntung dapat melihat sunrise di penanjakan bromo    dilanjut menuju puncak kawah    suhu udara sangat dingin dibulan juli dan angin yg lumayan sepoy menambah dingin semakin menusuk tulang    hahahahaha   ,positif,"['ammazing', 'kami', 'beruntung', 'dapat', 'melihat', 'sunrise', 'di', 'penanjakan', 'bromo', 'dilanjut', 'menuju', 'puncak', 'kawah', 'suhu', 'udara', 'sangat', 'dingin', 'dibulan', 'juli', 'dan', 'angin', 'yg', 'lumayan', 'sepoy', 'menambah', 'dingin', 'semakin', 'menusuk', 'tulang', 'hahahahaha']","['ammazing', 'kami', 'beruntung', 'dapat', 'melihat', 'sunrise', 'di', 'penanjakan', 'bromo', 'dilanjut', 'menuju', 'puncak', 'kawah', 'suhu', 'udara', 'sangat', 'dingin', 'dibulan', 'juli', 'dan', 'angin', 'yg', 'lumayan', 'sepoy', 'menambah', 'dingin', 'semakin', 'menusuk', 'tulang', 'hahahahaha']","['ammazing', 'beruntung', 'sunrise', 'penanjakan', 'bromo', 'dilanjut', 'puncak', 'kawah', 'suhu', 'udara', 'dingin', 'dibulan', 'juli', 'angin', 'yg', 'lumayan', 'sepoy', 'menambah', 'dingin', 'menusuk', 'tulang', 'hahahahaha']","['ammazing', 'beruntung', 'sunrise', 'penanjakan', 'bromo', 'dilanjut', 'puncak', 'kawah', 'suhu', 'udara', 'dingin', 'dibulan', 'juli', 'angin', 'yg', 'lumayan', 'sepoy', 'menambah', 'dingin', 'menusuk', 'tulang', 'hahahahaha']","['ammazing', 'untung', 'sunrise', 'tanjak', 'bromo', 'lanjut', 'puncak', 'kawah', 'suhu', 'udara', 'dingin', 'bulan', 'juli', 'angin', 'yg', 'lumayan', 'sepoy', 'tambah', 'dingin', 'tusuk', 'tulang', 'hahahahaha']"
STR MAGELANG SH,14/08/2022,dari pasar tumpang malang star jam   wib dengan route ekstrim sewa jep rata  jutaan  perjalanan sekitar   jam karena antrian jep masuk musim liburan tgl  juli   tiket masuk per orang  ribu tinggal pilih penanjakan      untuk melihat sunrise gunung bromo pukul   wib juga kabut yg turun diseputaran gunung tengger,negatif,"['dari', 'pasar', 'tumpang', 'malang', 'star', 'jam', 'wib', 'dengan', 'route', 'ekstrim', 'sewa', 'jep', 'rata', 'jutaan', 'perjalanan', 'sekitar', 'jam', 'karena', 'antrian', 'jep', 'masuk', 'musim', 'liburan', 'tgl', 'juli', 'tiket', 'masuk', 'per', 'orang', 'ribu', 'tinggal', 'pilih', 'penanjakan', 'untuk', 'melihat', 'sunrise', 'gunung', 'bromo', 'pukul', 'wib', 'juga', 'kabut', 'yg', 'turun', 'diseputaran', 'gunung', 'tengger']","['dari', 'pasar', 'tumpang', 'malang', 'star', 'jam', 'wib', 'dengan', 'route', 'ekstrim', 'sewa', 'jep', 'rata', 'jutaan', 'perjalanan', 'sekitar', 'jam', 'karena', 'antrian', 'jep', 'masuk', 'musim', 'liburan', 'tgl', 'juli', 'tiket', 'masuk', 'per', 'orang', 'ribu', 'tinggal', 'pilih', 'penanjakan', 'untuk', 'melihat', 'sunrise', 'gunung', 'bromo', 'pukul', 'wib', 'juga', 'kabut', 'yg', 'turun', 'diseputaran', 'gunung', 'tengger']","['pasar', 'tumpang', 'malang', 'star', 'jam', 'wib', 'route', 'ekstrim', 'sewa', 'jep', 'jutaan', 'perjalanan', 'jam', 'antrian', 'jep', 'masuk', 'musim', 'liburan', 'tgl', 'juli', 'tiket', 'masuk', 'orang', 'ribu', 'tinggal', 'pilih', 'penanjakan', 'sunrise', 'gunung', 'bromo', 'wib', 'kabut', 'yg', 'turun', 'diseputaran', 'gunung', 'tengger']","['pasar', 'tumpang', 'malang', 'star', 'jam', 'wib', 'route', 'ekstrim', 'sewa', 'jep', 'jutaan', 'perjalanan', 'jam', 'antrian', 'jep', 'masuk', 'musim', 'liburan', 'tgl', 'juli', 'tiket', 'masuk', 'orang', 'ribu', 'tinggal', 'pilih', 'penanjakan', 'sunrise', 'gunung', 'bromo', 'wib', 'kabut', 'yg', 'turun', 'diseputaran', 'gunung', 'tengger']","['pasar', 'tumpang', 'malang', 'star', 'jam', 'wib', 'route', 'ekstrim', 'sewa', 'jep', 'juta', 'jalan', 'jam', 'antri', 'jep', 'masuk', 'musim', 'libur', 'tgl', 'juli', 'tiket', 'masuk', 'orang', 'ribu', 'tinggal', 'pilih', 'tanjak', 'sunrise', 'gunung', 'bromo', 'wib', 'kabut', 'yg', 'turun', 'putar', 'gunung', 'tengger']"
